,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
5307, 1 Series,2016,12950,Manual,52647,Diesel,30,65.7,2.0
5308, X4,2016,21950,Semi-Auto,50944,Diesel,205,47.9,3.0
5309, 5 Series,2017,20950,Semi-Auto,37034,Diesel,150,65.7,2.0
5310, 5 Series,2020,29450,Semi-Auto,10,Petrol,145,36.2,2.0
5311, 3 Series,2020,22950,Manual,11,Diesel,145,58.9,2.0
5312, 2 Series,2020,23450,Semi-Auto,8,Diesel,145,67.3,2.0
5313, 3 Series,2020,29950,Semi-Auto,20,Petrol,145,41.5,2.0
5314, 2 Series,2020,23950,Semi-Auto,11,Petrol,145,50.4,1.5
5315, X3,2019,33450,Semi-Auto,2839,Diesel,145,54.3,2.0
5316, 5 Series,2019,30450,Semi-Auto,4885,Diesel,145,60.1,2.0
5317, 4 Series,2019,26450,Semi-Auto,3989,Petrol,145,45.6,2.0
5318, X5,2019,52950,Semi-Auto,3309,Petrol,145,27.2,3.0
5319, 1 Series,2019,22950,Semi-Auto,4811,Diesel,145,60.1,2.0
5320, 4 Series,2020,26950,Semi-Auto,10,Diesel,145,65.7,2.0
5321, 3 Series,2016,17450,Semi-Auto,16413,Diesel,30,62.8,2.0
5322, 3 Series,2019,31450,Semi-Auto,3000,Petrol,145,42.2,2.0
5323, 1 Series,2018,22950,Semi-Auto,14537,Diesel,150,60.1,2.0
5324, 2 Series,2019,24950,Semi-Auto,4534,Diesel,145,46.3,2.0
5325, X5,2017,31950,Automatic,27932,Diesel,145,47.1,3.0
5326, 1 Series,2019,18950,Semi-Auto,7990,Diesel,145,68.9,1.5
5327, X7,2019,73950,Semi-Auto,9121,Diesel,145,31.4,3.0
5328, 2 Series,2019,20450,Semi-Auto,3344,Diesel,145,49.6,2.0
5329, 4 Series,2019,26450,Semi-Auto,3376,Diesel,145,60.1,2.0
5330, 3 Series,2019,23950,Semi-Auto,5445,Diesel,145,62.8,2.0
5331, X6,2015,36950,Semi-Auto,22032,Petrol,570,25.4,4.4
5332, 3 Series,2019,25950,Semi-Auto,2344,Diesel,145,62.8,2.0
5333, 2 Series,2019,21950,Semi-Auto,9275,Petrol,145,40.9,1.5
5334, 2 Series,2019,18450,Manual,7293,Diesel,145,54.3,2.0
5335, 1 Series,2019,21950,Manual,101,Diesel,145,70.6,1.5
5336, 1 Series,2019,18950,Manual,6675,Diesel,145,70.6,1.5
5337, X4,2019,46450,Semi-Auto,9374,Diesel,145,37.2,3.0
5338, 1 Series,2019,22871,Manual,3000,Petrol,145,41.5,1.5
5339, X3,2019,31450,Semi-Auto,9053,Diesel,145,54.3,2.0
5340, X2,2019,26950,Semi-Auto,11386,Diesel,145,58.9,2.0
5341, 2 Series,2020,34950,Semi-Auto,1107,Diesel,145,62.8,2.0
5342, 2 Series,2020,32450,Semi-Auto,1118,Diesel,145,51.4,2.0
5343, 6 Series,2020,44950,Semi-Auto,1237,Diesel,145,44.1,2.0
5344, 2 Series,2019,22950,Manual,9688,Diesel,145,65.7,2.0
5345, 2 Series,2019,21950,Semi-Auto,7423,Diesel,145,65.7,2.0
5346, 2 Series,2019,24950,Semi-Auto,13,Diesel,145,62.8,2.0
5347, 2 Series,2019,25450,Semi-Auto,13,Diesel,145,62.8,2.0
5348, X3,2019,34950,Semi-Auto,14,Diesel,145,54.3,2.0
5349, 4 Series,2019,30950,Semi-Auto,6212,Petrol,145,44.8,2.0
5350, 2 Series,2019,20950,Semi-Auto,6418,Petrol,145,47.9,2.0
5351, 1 Series,2019,18450,Semi-Auto,8644,Diesel,145,47.9,1.5
5352, 2 Series,2019,21950,Manual,10,Diesel,145,64.2,2.0
5353, X2,2019,25450,Semi-Auto,9467,Diesel,145,50.4,2.0
5354, 3 Series,2019,28450,Semi-Auto,13998,Petrol,145,42.2,2.0
5355, 3 Series,2019,28450,Semi-Auto,14850,Diesel,145,48.7,2.0
5356, 1 Series,2019,19950,Manual,10,Petrol,145,53.3,1.5
5357, 3 Series,2019,33450,Semi-Auto,5004,Diesel,145,49.6,2.0
5358, Z4,2019,32450,Semi-Auto,9955,Petrol,145,38.7,2.0
5359, X2,2019,27450,Semi-Auto,14368,Diesel,145,58.9,2.0
5360, 3 Series,2019,33134,Semi-Auto,5,Diesel,145,52.3,2.0
5361, 1 Series,2018,20450,Semi-Auto,14602,Diesel,145,60.1,2.0
5362, M4,2016,99950,Automatic,771,Petrol,300,33.2,3.0
5363, X4,2017,23000,Semi-Auto,18441,Diesel,145,54.3,2.0
5364, 5 Series,2019,33495,Semi-Auto,4913,Diesel,145,51.4,3.0
5365, X5,2019,45000,Semi-Auto,9450,Diesel,145,37.7,3.0
5366, 1 Series,2015,16950,Semi-Auto,38178,Petrol,240,37.7,3.0
5367, 3 Series,2019,25950,Semi-Auto,3655,Diesel,150,52.3,2.0
5368, 2 Series,2016,12000,Manual,37847,Petrol,125,53.3,1.5
5369, 3 Series,2019,29500,Semi-Auto,5000,Diesel,145,48.7,2.0
5370, X4,2017,25000,Semi-Auto,18150,Diesel,200,47.9,3.0
5371, 5 Series,2017,24995,Semi-Auto,50195,Petrol,150,39.2,3.0
5372, 2 Series,2017,14000,Semi-Auto,19826,Petrol,150,55.4,1.5
5373, 2 Series,2016,14495,Semi-Auto,39326,Petrol,125,51.4,1.5
5374, 5 Series,2015,14789,Semi-Auto,44684,Diesel,125,60.1,2.0
5375, 3 Series,2015,17990,Automatic,27369,Diesel,160,51.4,3.0
5376, 2 Series,2018,19950,Semi-Auto,10206,Petrol,145,50.4,1.5
5377, 3 Series,2016,16950,Semi-Auto,28059,Diesel,30,62.8,2.0
5378, 2 Series,2017,17950,Semi-Auto,10816,Petrol,145,51.4,1.5
5379, 2 Series,2019,30450,Semi-Auto,20,Diesel,145,62.8,2.0
5380, X3,2019,35450,Semi-Auto,8891,Diesel,145,54.3,2.0
5381, 4 Series,2019,37450,Semi-Auto,10,Diesel,145,60.1,2.0
5382, X2,2020,36950,Semi-Auto,10,Diesel,145,50.4,2.0
5383, 5 Series,2019,31450,Semi-Auto,500,Diesel,145,62.8,2.0
5384, X1,2019,23450,Manual,10,Petrol,145,51.4,1.5
5385, 1 Series,2019,23450,Manual,10,Diesel,145,70.6,1.5
5386, 3 Series,2018,21450,Semi-Auto,5184,Diesel,145,64.2,2.0
5387, 2 Series,2020,29950,Semi-Auto,10,Diesel,145,48.7,2.0
5388, 1 Series,2020,26495,Semi-Auto,10,Petrol,145,42.8,1.5
5389, 3 Series,2020,39950,Semi-Auto,10,Diesel,145,48.7,2.0
5390, X2,2019,25450,Semi-Auto,5652,Diesel,145,47.9,2.0
5391, 2 Series,2020,26000,Semi-Auto,1501,Petrol,145,42.2,1.5
5392, 1 Series,2019,23000,Manual,2361,Petrol,145,41.5,1.5
5393, 3 Series,2019,31000,Semi-Auto,2974,Diesel,145,49.6,2.0
5394, 4 Series,2019,27000,Semi-Auto,100,Diesel,145,65.7,2.0
5395, 3 Series,2019,31000,Semi-Auto,100,Diesel,145,52.3,2.0
5396, 2 Series,2019,21000,Manual,50,Petrol,145,52.3,1.5
5397, 1 Series,2019,25000,Semi-Auto,1705,Diesel,145,51.4,2.0
5398, 1 Series,2019,15950,Manual,8004,Petrol,150,53.3,1.5
5399, 3 Series,2019,30950,Semi-Auto,3724,Diesel,145,52.3,2.0
5400, X5,2019,50950,Semi-Auto,4322,Diesel,150,37.7,3.0
5401, 2 Series,2019,21950,Semi-Auto,7211,Petrol,150,47.9,2.0
5402, 1 Series,2019,25950,Semi-Auto,6581,Diesel,145,67.3,2.0
5403, 3 Series,2019,29450,Semi-Auto,5392,Diesel,145,52.3,2.0
5404, X2,2020,31000,Semi-Auto,1121,Petrol,145,34.0,2.0
5405, Z4,2020,31000,Semi-Auto,1595,Petrol,145,38.7,2.0
5406, 1 Series,2019,18000,Manual,6097,Petrol,145,53.3,1.5
5407, 3 Series,2019,27000,Semi-Auto,4814,Diesel,145,52.3,2.0
5408, 3 Series,2020,34000,Semi-Auto,1595,Diesel,145,50.4,2.0
5409, X6,2020,55995,Semi-Auto,3291,Diesel,145,33.2,3.0
5410, 2 Series,2016,14995,Manual,13250,Diesel,20,68.9,2.0
5411, 1 Series,2013,8995,Manual,56361,Diesel,30,62.8,2.0
5412, X3,2015,17495,Semi-Auto,38013,Diesel,150,54.3,2.0
5413, 1 Series,2019,33000,Semi-Auto,2250,Petrol,150,34.5,2.0
5414, X3,2017,19000,Semi-Auto,33316,Diesel,150,54.3,2.0
5415, X3,2018,29500,Semi-Auto,28885,Diesel,150,48.7,3.0
5416, M3,2015,31000,Semi-Auto,16517,Petrol,305,34.0,3.0
5417, 2 Series,2016,15995,Semi-Auto,24735,Diesel,30,62.8,2.0
5418, 3 Series,2020,32000,Semi-Auto,1798,Diesel,145,52.3,2.0
5419, 3 Series,2018,22995,Semi-Auto,8259,Petrol,145,48.7,2.0
5420, 3 Series,2014,11650,Semi-Auto,89096,Diesel,145,55.4,2.0
5421, 1 Series,2016,10540,Manual,69981,Petrol,125,53.3,1.5
5422, 1 Series,2017,11030,Manual,35321,Diesel,145,83.1,1.5
5423, 3 Series,2014,12360,Semi-Auto,68469,Diesel,125,57.6,2.0
5424, 1 Series,2017,13700,Automatic,20574,Diesel,145,70.6,2.0
5425, X3,2017,19391,Semi-Auto,58044,Diesel,145,54.3,2.0
5426, 7 Series,2017,38950,Semi-Auto,7500,Petrol,150,35.3,4.4
5427, M4,2019,46950,Semi-Auto,4500,Petrol,150,32.5,3.0
5428, 1 Series,2019,18000,Manual,4696,Petrol,145,53.3,1.5
5429, 3 Series,2020,29999,Semi-Auto,9,Diesel,145,50.4,2.0
5430, 6 Series,2020,33999,Semi-Auto,11,Petrol,145,42.8,2.0
5431, 3 Series,2020,25999,Manual,4,Diesel,145,54.3,2.0
5432, 4 Series,2020,39225,Semi-Auto,10,Petrol,145,48.7,2.0
5433, 4 Series,2020,48155,Semi-Auto,10,Petrol,145,44.8,2.0
5434, X4,2019,45000,Semi-Auto,7815,Petrol,145,26.9,3.0
5435, 2 Series,2016,17450,Semi-Auto,31473,Diesel,145,55.4,2.0
5436, X3,2020,36000,Semi-Auto,3116,Diesel,145,54.3,2.0
5437, 2 Series,2020,28000,Semi-Auto,1501,Diesel,145,65.7,2.0
5438, 1 Series,2020,27000,Semi-Auto,1501,Diesel,145,51.4,2.0
5439, M2,2020,46000,Semi-Auto,1501,Petrol,145,29.1,3.0
5440, X1,2019,29500,Semi-Auto,6000,Diesel,145,60.1,2.0
5441, X1,2019,23000,Manual,1701,Petrol,145,51.4,1.5
5442, X1,2017,19995,Semi-Auto,20570,Diesel,145,55.4,2.0
5443, 3 Series,2019,28000,Manual,6899,Diesel,145,54.3,2.0
5444, 3 Series,2019,29000,Semi-Auto,8555,Petrol,145,40.9,2.0
5445, X1,2019,25000,Semi-Auto,8650,Diesel,145,60.1,2.0
5446, X5,2019,49000,Semi-Auto,6170,Diesel,145,37.7,3.0
5447, X1,2014,11000,Semi-Auto,50924,Diesel,160,52.3,2.0
5448, X7,2020,72000,Semi-Auto,3116,Diesel,145,31.4,3.0
5449, 3 Series,2018,19995,Semi-Auto,21657,Diesel,145,62.8,2.0
5450, 5 Series,2019,41070,Automatic,10,Diesel,145,65.7,2.0
5451, 2 Series,2019,33440,Automatic,10,Diesel,145,64.2,2.0
5452, 4 Series,2019,34995,Automatic,10,Petrol,145,45.6,2.0
5453, 4 Series,2019,34995,Automatic,10,Petrol,145,45.6,2.0
5454, 5 Series,2019,29888,Automatic,14139,Diesel,145,55.4,2.0
5455, X3,2019,42795,Semi-Auto,999,Diesel,145,48.7,3.0
5456, X5,2019,51995,Semi-Auto,11,Diesel,145,37.7,3.0
5457, 3 Series,2020,27999,Semi-Auto,6,Petrol,145,42.2,2.0
5458, X6,2020,58999,Semi-Auto,3,Petrol,145,26.4,3.0
5459, 2 Series,2016,13995,Semi-Auto,42569,Diesel,20,68.9,1.5
5460, 5 Series,2018,29995,Semi-Auto,39000,Diesel,150,51.4,3.0
5461, X6,2019,55000,Semi-Auto,2455,Diesel,145,34.9,3.0
5462, 4 Series,2020,48155,Semi-Auto,10,Petrol,145,44.8,2.0
5463, 1 Series,2017,14000,Manual,32380,Diesel,30,65.7,2.0
5464, X1,2019,23000,Manual,1571,Petrol,145,51.4,1.5
5465, 1 Series,2017,14500,Manual,13681,Diesel,145,65.7,2.0
5466, 2 Series,2015,13000,Semi-Auto,47555,Diesel,30,65.7,2.0
5467, 5 Series,2016,13995,Semi-Auto,45850,Diesel,20,68.9,2.0
5468, 2 Series,2017,15450,Manual,20663,Petrol,30,55.4,1.5
5469, 2 Series,2020,28950,Semi-Auto,10,Petrol,145,40.9,1.5
5470, 3 Series,2020,39950,Semi-Auto,10,Diesel,145,48.7,2.0
5471, X3,2019,41450,Semi-Auto,5425,Diesel,145,36.7,3.0
5472, 1 Series,2019,23500,Semi-Auto,3000,Petrol,145,40.4,1.5
5473, X3,2019,35564,Semi-Auto,642,Diesel,145,54.3,2.0
5474, 3 Series,2018,25450,Semi-Auto,16735,Diesel,145,51.4,3.0
5475, X1,2014,10950,Semi-Auto,52900,Diesel,160,52.3,2.0
5476, Z4,2019,31488,Automatic,3644,Petrol,145,38.7,2.0
5477, 1 Series,2019,16888,Automatic,11747,Diesel,145,72.4,1.5
5478, 5 Series,2019,39995,Automatic,10,Hybrid,135,156.9,2.0
5479, 4 Series,2019,33995,Automatic,10,Diesel,145,60.1,2.0
5480, 4 Series,2019,32995,Automatic,10,Petrol,145,48.7,2.0
5481, 4 Series,2019,39995,Automatic,10,Diesel,145,60.1,2.0
5482, 2 Series,2019,22995,Manual,10,Petrol,145,42.8,1.5
5483, 2 Series,2019,26972,Manual,10,Petrol,145,52.3,1.5
5484, X5,2019,46490,Semi-Auto,13015,Diesel,145,37.7,3.0
5485, 3 Series,2019,27495,Manual,1841,Diesel,145,54.3,2.0
5486, 4 Series,2019,34995,Automatic,10,Petrol,145,48.7,2.0
5487, 4 Series,2019,39995,Automatic,10,Diesel,145,50.4,3.0
5488, 1 Series,2019,16888,Automatic,8503,Diesel,145,72.4,1.5
5489, X1,2017,16995,Manual,19980,Diesel,20,68.9,2.0
5490, 1 Series,2016,18995,Semi-Auto,24075,Petrol,235,37.7,3.0
5491, 1 Series,2017,13995,Semi-Auto,42430,Diesel,145,70.6,2.0
5492, X3,2019,36990,Semi-Auto,5527,Diesel,145,48.7,3.0
5493, 3 Series,2014,13995,Semi-Auto,67319,Diesel,30,62.8,2.0
5494, X3,2019,36990,Semi-Auto,5104,Diesel,145,54.3,2.0
5495, X2,2019,27990,Semi-Auto,8592,Diesel,145,58.9,2.0
5496, 3 Series,2019,39995,Automatic,999,Petrol,145,34.9,3.0
5497, X1,2020,21999,Manual,18,Petrol,145,51.4,1.5
5498, 1 Series,2019,23295,Semi-Auto,4694,Diesel,150,57.7,1.5
5499, X5,2016,28995,Automatic,46085,Diesel,200,47.1,3.0
5500, 8 Series,2020,62995,Semi-Auto,11,Petrol,145,31.7,3.0
5501, 3 Series,2013,12995,Manual,37333,Diesel,150,55.4,2.0
5503, 1 Series,2016,13995,Semi-Auto,41397,Diesel,30,65.7,2.0
5504, M2,2020,42999,Semi-Auto,15,Petrol,150,29.1,3.0
5505, 3 Series,2017,20995,Semi-Auto,20400,Hybrid,140,134.5,2.0
5506, 4 Series,2018,20995,Semi-Auto,14972,Petrol,150,45.6,2.0
5507, 4 Series,2019,25488,Automatic,5627,Petrol,145,45.6,2.0
5508, M4,2019,47995,Automatic,999,Petrol,145,34.0,3.0
5509, 3 Series,2019,34995,Automatic,5873,Diesel,145,50.4,2.0
5510, 4 Series,2019,29995,Automatic,999,Diesel,145,53.3,3.0
5511, M2,2019,46995,Automatic,999,Petrol,145,29.1,3.0
5512, 1 Series,2019,27888,Automatic,999,Diesel,145,51.4,2.0
5513, 4 Series,2019,30450,Automatic,10638,Petrol,145,39.2,3.0
5514, X5,2019,44888,Automatic,12082,Diesel,145,37.7,3.0
5515, 3 Series,2019,33995,Semi-Auto,7974,Hybrid,135,8.8,2.0
5516, 3 Series,2016,19495,Semi-Auto,29125,Diesel,150,56.5,3.0
5517, 3 Series,2019,31995,Automatic,999,Petrol,145,42.2,2.0
5518, X3,2017,18995,Semi-Auto,60000,Diesel,150,54.3,2.0
5519, 1 Series,2017,19995,Manual,26574,Petrol,150,46.3,2.0
5520, 3 Series,2015,16995,Semi-Auto,67000,Diesel,200,49.6,3.0
5521, 1 Series,2017,23000,Semi-Auto,13783,Petrol,150,39.8,3.0
5522, 4 Series,2019,34590,Automatic,999,Petrol,145,45.6,2.0
5523, 1 Series,2019,19888,Manual,999,Diesel,145,72.4,1.5
5524, 3 Series,2016,18888,Automatic,17749,Diesel,145,56.5,3.0
5525, 1 Series,2017,15995,Manual,15992,Diesel,30,65.7,2.0
5526, 5 Series,2020,40995,Semi-Auto,2712,Hybrid,145,55.4,2.0
5527, 2 Series,2019,22995,Manual,999,Petrol,145,42.2,1.5
5528, X1,2019,27995,Automatic,999,Petrol,145,35.3,2.0
5529, 3 Series,2019,30888,Manual,999,Diesel,145,54.3,2.0
5530, 5 Series,2019,30995,Automatic,999,Diesel,145,65.7,2.0
5531, 3 Series,2019,33888,Automatic,999,Diesel,145,50.4,2.0
5532, 4 Series,2019,39891,Automatic,5806,Diesel,145,51.4,3.0
5533, 1 Series,2019,26991,Manual,3250,Petrol,145,41.5,1.5
5534, X6,2019,58990,Semi-Auto,3371,Diesel,145,34.9,3.0
5535, 5 Series,2019,31780,Semi-Auto,13384,Diesel,145,60.1,3.0
5536, 3 Series,2019,30761,Semi-Auto,3465,Diesel,150,52.3,2.0
5537, Z4,2014,3076,Manual,31074,Petrol,205,41.5,2.0
5538, 2 Series,2019,19350,Automatic,10500,Diesel,145,51.4,2.0
5539, X3,2018,29222,Semi-Auto,9406,Diesel,145,54.3,2.0
5540, 3 Series,2019,29754,Semi-Auto,8853,Diesel,145,52.3,2.0
5541, X5,2019,47990,Semi-Auto,7275,Diesel,145,37.7,3.0
5542, 1 Series,2017,21712,Automatic,25500,Petrol,145,39.8,3.0
5543, 2 Series,2019,23113,Semi-Auto,8039,Petrol,145,47.9,2.0
5544, 1 Series,2017,13831,Manual,20112,Petrol,150,53.3,1.5
5545, 1 Series,2017,20081,Semi-Auto,32000,Petrol,200,39.8,3.0
5546, 1 Series,2017,14995,Manual,16366,Diesel,150,65.7,2.0
5547, 3 Series,2019,21995,Semi-Auto,18000,Diesel,145,62.8,2.0
5548, 3 Series,2020,34995,Semi-Auto,11,Diesel,145,49.6,2.0
5549, 3 Series,2020,38555,Semi-Auto,11,Petrol,145,34.9,3.0
5550, X3,2019,35495,Semi-Auto,6156,Diesel,145,48.7,3.0
5551, 3 Series,2020,41555,Semi-Auto,9,Petrol,145,33.6,3.0
5552, X5,2019,46982,Semi-Auto,9820,Diesel,145,37.7,3.0
5553, 2 Series,2020,36771,Semi-Auto,485,Petrol,145,36.2,2.0
5554, 4 Series,2014,14941,Semi-Auto,49460,Petrol,165,44.1,2.0
5555, 3 Series,2014,12331,Semi-Auto,41000,Diesel,30,62.8,2.0
5556, X1,2019,25680,Automatic,1768,Diesel,145,65.7,2.0
5557, Z4,2019,31600,Automatic,2200,Petrol,145,37.2,2.0
5558, X1,2017,17861,Semi-Auto,20932,Diesel,30,65.7,2.0
5559, 2 Series,2018,16932,Semi-Auto,16132,Diesel,150,64.2,2.0
5560, X3,2019,34454,Semi-Auto,10032,Diesel,145,54.3,2.0
5561, 1 Series,2019,31791,Semi-Auto,6000,Petrol,150,34.5,2.0
5562, 2 Series,2018,24461,Semi-Auto,5190,Petrol,150,32.5,3.0
5563, X2,2019,36981,Semi-Auto,7197,Petrol,150,34.0,2.0
5564, 5 Series,2019,28370,Semi-Auto,6251,Petrol,145,50.4,2.0
5565, 3 Series,2019,32050,Automatic,4700,Diesel,145,52.3,2.0
5566, 1 Series,2019,30900,Automatic,5345,Petrol,145,34.5,2.0
5567, 3 Series,2019,41490,Automatic,4830,Diesel,145,43.5,3.0
5568, X3,2019,56322,Semi-Auto,4620,Petrol,145,24.8,3.0
5569, M4,2019,49010,Automatic,837,Petrol,145,34.0,3.0
5570, X5,2020,62991,Semi-Auto,123,Diesel,145,37.7,3.0
5571, 3 Series,2020,38991,Semi-Auto,132,Diesel,145,52.3,2.0
5572, X1,2020,36991,Semi-Auto,800,Diesel,145,60.1,2.0
5573, 6 Series,2020,44991,Semi-Auto,123,Diesel,145,42.2,2.0
5574, 3 Series,2015,13960,Automatic,33330,Diesel,125,60.1,2.0
5575, X3,2017,19950,Automatic,49100,Diesel,145,54.3,2.0
5576, 1 Series,2017,13720,Manual,9617,Petrol,150,53.3,1.5
5577, X2,2020,39991,Semi-Auto,700,Petrol,145,34.0,2.0
5578, 6 Series,2017,32023,Semi-Auto,3546,Diesel,145,48.7,3.0
5579, 5 Series,2018,36162,Semi-Auto,9270,Petrol,145,39.2,3.0
5580, X1,2019,26020,Automatic,3197,Diesel,145,65.7,2.0
5581, 4 Series,2019,29920,Semi-Auto,5732,Diesel,145,60.1,2.0
5582, 4 Series,2019,27970,Semi-Auto,7383,Petrol,145,48.7,2.0
5583, 1 Series,2015,11295,Automatic,27054,Diesel,20,72.4,1.5
5584, X5,2017,40162,Automatic,10914,Diesel,145,42.8,3.0
5585, X1,2018,22512,Semi-Auto,14100,Diesel,145,60.1,2.0
5586, Z4,2020,39991,Semi-Auto,202,Petrol,145,37.2,2.0
5587, 8 Series,2020,69991,Semi-Auto,419,Petrol,145,33.2,3.0
5588, 8 Series,2020,66991,Semi-Auto,123,Petrol,145,33.2,3.0
5589, X2,2019,23633,Manual,8100,Diesel,145,53.3,2.0
5590, 2 Series,2019,23872,Semi-Auto,1105,Diesel,145,52.3,2.0
5591, 2 Series,2019,23242,Manual,10,Petrol,145,52.3,1.5
5592, 2 Series,2019,22753,Semi-Auto,8020,Diesel,145,65.7,2.0
5593, 2 Series,2019,23722,Semi-Auto,123,Diesel,145,49.6,2.0
5594, 3 Series,2019,29822,Semi-Auto,1020,Diesel,145,52.3,2.0
5595, 1 Series,2019,29450,Semi-Auto,3743,Petrol,145,34.5,2.0
5596, 1 Series,2019,20172,Semi-Auto,5500,Petrol,145,54.3,1.5
5597, 3 Series,2013,14671,Semi-Auto,27604,Petrol,200,43.5,2.0
5598, M5,2018,61792,Automatic,5856,Petrol,145,26.9,4.4
5599, 2 Series,2017,18490,Semi-Auto,14440,Diesel,145,64.2,2.0
5600, X3,2019,32950,Semi-Auto,4953,Petrol,145,30.4,2.0
5601, 3 Series,2016,15290,Semi-Auto,42328,Diesel,30,62.8,2.0
5602, X3,2016,15495,Manual,60813,Diesel,160,52.3,2.0
5603, X1,2016,17450,Automatic,43475,Diesel,125,57.6,2.0
5604, X1,2017,18995,Semi-Auto,26249,Petrol,160,44.8,2.0
5605, 1 Series,2018,15495,Manual,7950,Petrol,145,37.7,1.5
5606, 4 Series,2017,19995,Semi-Auto,21888,Diesel,145,55.4,3.0
5607, X1,2017,19495,Semi-Auto,23397,Diesel,125,57.6,2.0
5608, X1,2016,18995,Semi-Auto,17604,Diesel,125,60.1,2.0
5609, 2 Series,2016,14995,Semi-Auto,56010,Diesel,125,57.6,2.0
5610, 3 Series,2019,21991,Semi-Auto,12245,Petrol,145,47.9,2.0
5611, 5 Series,2018,25995,Semi-Auto,15255,Hybrid,135,156.9,2.0
5612, 1 Series,2017,14650,Manual,12616,Diesel,30,65.7,2.0
5613, X1,2017,19540,Automatic,34240,Diesel,125,57.6,2.0
5614, 2 Series,2016,16110,Semi-Auto,28280,Petrol,125,53.3,1.5
5615, 3 Series,2016,14504,Manual,35210,Diesel,30,64.2,2.0
5616, 3 Series,2016,13987,Manual,22030,Petrol,150,49.6,1.5
5617, 1 Series,2016,14652,Manual,9461,Diesel,20,70.6,1.5
5618, 3 Series,2016,17640,Semi-Auto,28590,Diesel,145,56.5,3.0
5619, 5 Series,2017,22490,Semi-Auto,36549,Diesel,30,65.7,2.0
5621, X3,2016,19990,Semi-Auto,34325,Diesel,145,54.3,2.0
5622, 5 Series,2017,21790,Automatic,27744,Diesel,145,60.1,2.0
5623, 2 Series,2019,21990,Automatic,8351,Hybrid,135,148.7,1.5
5624, X5,2019,52990,Automatic,10,Diesel,145,37.7,3.0
5625, 2 Series,2019,22450,Automatic,11275,Hybrid,135,148.7,1.5
5626, 2 Series,2019,19490,Automatic,5809,Diesel,145,51.4,2.0
5627, 1 Series,2019,22890,Semi-Auto,1581,Diesel,145,74.3,2.0
5628, 1 Series,2019,21990,Semi-Auto,1540,Diesel,145,78.5,1.5
5629, X2,2020,31990,Semi-Auto,5,Petrol,145,39.8,2.0
5630, 2 Series,2016,12950,Manual,36633,Diesel,20,74.3,1.5
5631, X2,2018,25490,Semi-Auto,10597,Diesel,145,58.9,2.0
5632, 4 Series,2019,24888,Manual,8129,Petrol,145,46.3,2.0
5633, X4,2020,46995,Semi-Auto,999,Diesel,145,37.2,3.0
5634, X5,2018,34995,Automatic,26107,Hybrid,135,85.6,2.0
5635, 2 Series,2016,16990,Semi-Auto,27589,Diesel,30,62.8,2.0
5636, 3 Series,2019,31990,Automatic,9850,Diesel,145,52.3,2.0
5637, 3 Series,2019,34990,Automatic,7250,Diesel,145,49.6,2.0
5638, 2 Series,2019,25950,Automatic,5000,Diesel,145,48.7,2.0
5639, 3 Series,2019,31995,Automatic,7693,Diesel,145,52.3,2.0
5640, X1,2016,14995,Manual,30000,Diesel,20,68.9,2.0
5641, X1,2019,28383,Manual,999,Diesel,145,68.9,2.0
5642, X6,2019,42888,Automatic,10231,Diesel,145,44.8,3.0
5643, 4 Series,2019,30888,Automatic,3309,Diesel,145,60.1,2.0
5644, 1 Series,2018,22995,Semi-Auto,12537,Petrol,145,39.8,3.0
5645, Z4,2019,43995,Automatic,4401,Petrol,145,33.2,3.0
5646, 5 Series,2014,14790,Semi-Auto,40715,Diesel,30,62.8,2.0
5647, 3 Series,2017,15790,Manual,35238,Diesel,30,64.2,2.0
5648, X1,2017,19490,Automatic,19090,Diesel,145,65.7,2.0
5649, 2 Series,2017,21890,Semi-Auto,25223,Petrol,200,39.8,3.0
5650, 7 Series,2017,33990,Semi-Auto,28998,Petrol,300,35.3,4.4
5651, 3 Series,2019,29890,Automatic,5211,Diesel,145,52.3,2.0
5652, 3 Series,2019,31990,Automatic,5,Petrol,145,42.2,2.0
5653, 2 Series,2020,28995,Semi-Auto,5,Diesel,145,67.3,2.0
5654, 5 Series,2017,22490,Semi-Auto,26002,Diesel,145,68.9,2.0
5655, 2 Series,2020,28490,Semi-Auto,5,Petrol,145,50.4,2.0
5656, 1 Series,2020,32990,Semi-Auto,6870,Diesel,145,48.7,2.0
5657, X1,2020,28990,Semi-Auto,1981,Petrol,145,46.3,1.5
5658, 4 Series,2019,31990,Automatic,7800,Petrol,145,44.8,2.0
5659, 2 Series,2019,29990,Automatic,6300,Hybrid,135,113.0,1.5
5660, X2,2019,34490,Automatic,5730,Petrol,145,34.0,2.0
5661, X1,2017,19990,Semi-Auto,32000,Diesel,125,57.6,2.0
5662, 3 Series,2018,21990,Semi-Auto,8426,Petrol,145,48.7,2.0
5663, 4 Series,2018,21990,Semi-Auto,20611,Diesel,145,60.1,2.0
5664, 3 Series,2019,30950,Semi-Auto,7586,Petrol,145,41.5,2.0
5665, X3,2020,45991,Semi-Auto,120,Diesel,150,48.7,3.0
5666, X2,2019,36981,Semi-Auto,4497,Petrol,150,34.0,2.0
5667, 3 Series,2014,14882,Semi-Auto,63820,Diesel,165,49.6,3.0
5668, 3 Series,2019,35990,Automatic,6393,Diesel,145,52.3,2.0
5669, 3 Series,2019,29990,Automatic,7337,Diesel,145,52.3,2.0
