año,mes,nación,5 estrellas,4 estrellas,3 estrellas,1 y 2 estrellas,hoteles,extrahoteleros,total
2013,4,Suiza,620,905,153,27,1705,383,2088
2013,4,Austria,224,420,55,29,728,214,942
2013,4,Rusia,1375,3108,600,96,5179,3212,8391
2013,4,Países del Este,814,2463,298,99,3674,1641,5315
2013,4,Resto de Europa,311,1343,477,9,2140,661,2801
2013,4,Estados Unidos,102,95,4,31,232,75,307
2013,4,Resto de América,57,47,42,0,146,74,220
2013,4,Resto del Mundo,70,156,25,39,290,104,394
2013,4,TOTAL,21673,62720,13855,1489,99737,39691,139428
2013,5,España,2607,10217,4916,195,17935,5986,23921
2013,5,Holanda,540,2325,466,6,3337,1628,4965
2013,5,Bélgica,1011,3197,131,27,4366,469,4835
2013,5,Alemania,3706,7551,3136,32,14425,2010,16435
2013,5,Francia,659,2666,357,49,3731,866,4597
2013,5,Gran Bretaña,7488,22287,1934,906,32615,20715,53330
2013,5,Irlanda,233,638,70,3,944,912,1856
2013,5,Italia,215,1120,155,27,1517,565,2082
2013,5,Suecia,21,121,7,87,236,120,356
2013,5,Noruega,60,51,65,26,202,99,301
2013,5,Dinamarca,9,484,43,181,717,109,826
2013,5,Finlandia,7,397,3,0,407,53,460
2013,5,Suiza,528,555,64,2,1149,115,1264
2013,5,Austria,214,342,59,4,619,90,709
2013,5,Rusia,1548,4625,649,372,7194,3049,10243
2013,5,Países del Este,469,2444,252,47,3212,2161,5373
2013,5,Resto de Europa,443,1714,335,0,2492,916,3408
2013,5,Estados Unidos,127,76,6,3,212,90,302
2013,5,Resto de América,97,114,37,7,255,111,366
2013,5,Resto del Mundo,194,187,25,11,417,141,558
2013,5,TOTAL,20176,61111,12710,1985,95982,40205,136187
2013,6,España,3024,12004,5551,326,20905,8857,29762
2013,6,Holanda,405,1719,516,8,2648,1041,3689
2013,6,Bélgica,980,3338,265,11,4594,411,5005
2013,6,Alemania,3021,7989,3099,24,14133,2129,16262
2013,6,Francia,434,1724,232,40,2430,863,3293
2013,6,Gran Bretaña,5997,22431,2700,706,31834,18897,50731
2013,6,Irlanda,210,724,115,8,1057,1549,2606
2013,6,Italia,209,1386,147,13,1755,622,2377
2013,6,Suecia,29,227,18,127,401,393,794
2013,6,Noruega,59,292,97,42,490,246,736
2013,6,Dinamarca,6,385,31,155,577,113,690
2013,6,Finlandia,7,90,4,1,102,95,197
2013,6,Suiza,497,613,139,7,1256,215,1471
2013,6,Austria,280,583,52,2,917,91,1008
2013,6,Rusia,1903,4452,649,226,7230,3859,11089
2013,6,Países del Este,744,3186,304,45,4279,1896,6175
2013,6,Resto de Europa,333,2202,478,4,3017,717,3734
2013,6,Estados Unidos,79,54,6,10,149,85,234
2013,6,Resto de América,71,64,63,7,205,77,282
2013,6,Resto del Mundo,149,160,28,22,359,108,467
2013,6,TOTAL,18437,63623,14494,1784,98338,42264,140602
2013,7,España,4034,14451,2485,342,21312,8348,29660
2013,7,Holanda,644,2216,814,18,3692,2485,6177
2013,7,Bélgica,1370,2345,148,36,3899,580,4479
2013,7,Alemania,2547,8587,3293,20,14447,3120,17567
2013,7,Francia,607,1392,277,33,2309,1516,3825
2013,7,Gran Bretaña,6672,20298,2648,541,30159,18798,48957
2013,7,Irlanda,98,649,90,11,848,1281,2129
2013,7,Italia,152,821,127,19,1119,753,1872
2013,7,Suecia,18,616,125,167,926,342,1268
2013,7,Noruega,97,867,241,32,1237,452,1689
2013,7,Dinamarca,51,761,212,245,1269,256,1525
2013,7,Finlandia,8,5,5,1,19,43,62
2013,7,Suiza,823,1124,281,12,2240,673,2913
2013,7,Austria,344,730,81,0,1155,262,1417
2013,7,Rusia,2075,4073,990,192,7330,3599,10929
2013,7,Países del Este,764,2783,326,34,3907,1891,5798
2013,7,Resto de Europa,500,3153,403,18,4074,630,4704
2013,7,Estados Unidos,190,73,12,20,295,100,395
2013,7,Resto de América,80,60,27,11,178,73,251
2013,7,Resto del Mundo,243,163,43,9,458,93,551
2013,7,TOTAL,21317,65167,12628,1761,100873,45295,146168
2013,8,España,5121,16290,5531,502,27444,11373,38817
2013,8,Holanda,360,2294,883,13,3550,2333,5883
2013,8,Bélgica,959,2990,212,19,4180,447,4627
2013,8,Alemania,3096,7582,4255,24,14957,3248,18205
2013,8,Francia,776,2815,459,58,4108,1754,5862
2013,8,Gran Bretaña,6677,24663,3142,791,35273,20758,56031
2013,8,Irlanda,120,668,85,5,878,1220,2098
2013,8,Italia,365,2536,474,64,3439,1508,4947
2013,8,Suecia,14,562,70,6,652,286,938
2013,8,Noruega,6,355,141,26,528,266,794
2013,8,Dinamarca,14,369,32,208,623,168,791
2013,8,Finlandia,6,8,2,0,16,57,73
2013,8,Suiza,386,545,187,6,1124,458,1582
2013,8,Austria,402,692,88,2,1184,171,1355
2013,8,Rusia,2142,4200,1146,196,7684,3997,11681
2013,8,Países del Este,668,2741,543,44,3996,1933,5929
2013,8,Resto de Europa,470,2992,578,23,4063,755,4818
2013,8,Estados Unidos,145,44,7,9,205,66,271
2013,8,Resto de América,59,69,37,11,176,89,265
2013,8,Resto del Mundo,221,250,51,12,534,54,588
2013,8,TOTAL,22007,72665,17923,2019,114614,50941,165555
2013,9,España,2746,11142,2628,241,16757,6979,23736
2013,9,Holanda,499,1978,558,16,3051,1315,4366
2013,9,Bélgica,1145,2963,261,17,4386,388,4774
2013,9,Alemania,3692,8598,3737,31,16058,2451,18509
2013,9,Francia,349,1358,584,47,2338,843,3181
2013,9,Gran Bretaña,6468,22837,2705,433,32443,16699,49142
2013,9,Irlanda,129,527,89,6,751,763,1514
2013,9,Italia,141,2376,260,24,2801,648,3449
2013,9,Suecia,7,481,50,6,544,305,849
2013,9,Noruega,86,295,134,44,559,291,850
2013,9,Dinamarca,6,404,18,266,694,144,838
2013,9,Finlandia,4,105,13,3,125,62,187
2013,9,Suiza,682,975,140,0,1797,519,2316
2013,9,Austria,277,699,59,5,1040,117,1157
2013,9,Rusia,1435,3616,1069,170,6290,3519,9809
2013,9,Países del Este,396,2308,575,67,3346,1785,5131
2013,9,Resto de Europa,247,2508,445,28,3228,639,3867
2013,9,Estados Unidos,133,105,11,10,259,47,306
2013,9,Resto de América,38,115,32,3,188,75,263
2013,9,Resto del Mundo,167,279,29,11,486,72,558
2013,9,TOTAL,18647,63669,13397,1428,97141,37661,134802
2013,10,España,1417,5955,3177,130,10679,4865,15544
2013,10,Holanda,1030,2764,730,12,4536,1758,6294
2013,10,Bélgica,1796,3006,210,20,5032,465,5497
2013,10,Alemania,5021,8914,4002,30,17967,3127,21094
2013,10,Francia,512,2229,432,53,3226,1605,4831
2013,10,Gran Bretaña,9147,26984,3188,724,40043,18366,58409
2013,10,Irlanda,239,705,100,13,1057,845,1902
2013,10,Italia,178,1320,261,27,1786,679,2465
2013,10,Suecia,286,3422,608,36,4352,1848,6200
2013,10,Noruega,240,1716,506,159,2621,1271,3892
2013,10,Dinamarca,53,1686,318,348,2405,966,3371
2013,10,Finlandia,126,1452,250,2,1830,702,2532
2013,10,Suiza,1200,1762,203,10,3175,658,3833
2013,10,Austria,376,625,77,0,1078,142,1220
2013,10,Rusia,1190,3389,1069,150,5798,4264,10062
2013,10,Países del Este,287,2541,482,24,3334,1881,5215
2013,10,Resto de Europa,432,2263,509,2,3206,724,3930
2013,10,Estados Unidos,48,51,11,5,115,58,173
2013,10,Resto de América,20,59,35,4,118,97,215
2013,10,Resto del Mundo,65,135,37,1,238,55,293
2013,10,TOTAL,23663,70978,16205,1750,112596,44376,156972
2013,11,España,1279,3945,4501,56,9781,3916,13697
2013,11,Holanda,482,2406,645,30,3563,1313,4876
2013,11,Bélgica,1319,3441,311,8,5079,770,5849
2013,11,Alemania,4563,11590,3807,61,20021,4088,24109
2013,11,Francia,388,1134,97,53,1672,1196,2868
2013,11,Gran Bretaña,6950,21480,2191,797,31418,17611,49029
2013,11,Irlanda,238,584,71,1,894,762,1656
2013,11,Italia,221,1224,154,41,1640,789,2429
2013,11,Suecia,808,5555,850,70,7283,2693,9976
2013,11,Noruega,418,2961,741,272,4392,2581,6973
2013,11,Dinamarca,79,1946,367,234,2626,1642,4268
2013,11,Finlandia,467,2487,517,16,3487,1585,5072
2013,11,Suiza,744,1271,174,17,2206,647,2853
2013,11,Austria,416,1051,118,4,1589,412,2001
2013,11,Rusia,1154,3136,756,196,5242,3671,8913
2013,11,Países del Este,360,3015,261,22,3658,1364,5022
2013,11,Resto de Europa,292,1600,547,1,2440,1026,3466
2013,11,Estados Unidos,84,67,4,3,158,48,206
2013,11,Resto de América,25,54,24,4,107,110,217
2013,11,Resto del Mundo,160,157,13,4,334,38,372
2013,11,TOTAL,20447,69104,16149,1890,107590,46262,153852
2013,12,España,1974,4774,3708,57,10513,3623,14136
2013,12,Holanda,593,2610,719,18,3940,1640,5580
2013,12,Bélgica,1410,4225,261,1,5897,1021,6918
2013,12,Alemania,3363,8229,3434,67,15093,3146,18239
2013,12,Francia,374,1545,232,27,2178,1395,3573
2013,12,Gran Bretaña,6876,21307,2487,722,31392,17030,48422
2013,12,Irlanda,245,580,56,8,889,780,1669
2013,12,Italia,256,2272,205,24,2757,804,3561
2013,12,Suecia,777,6292,852,61,7982,2484,10466
2013,12,Noruega,218,2452,535,164,3369,2342,5711
2013,12,Dinamarca,101,1942,688,404,3135,1684,4819
2013,12,Finlandia,435,2428,606,14,3483,1896,5379
2013,12,Suiza,450,830,189,13,1482,299,1781
2013,12,Austria,295,550,76,9,930,435,1365
2013,12,Rusia,950,2109,570,158,3787,2707,6494
2013,12,Países del Este,385,2616,269,24,3294,1006,4300
2013,12,Resto de Europa,328,1354,525,4,2211,742,2953
2013,12,Estados Unidos,107,60,11,5,183,56,239
2013,12,Resto de América,47,78,27,3,155,83,238
2013,12,Resto del Mundo,118,296,21,3,438,128,566
2013,12,TOTAL,19302,66549,15471,1786,103108,43301,146409
2013,13,España,21561,82219,68946,9591,141436,98867,214623
2013,13,Holanda,6717,26646,10670,1534,39279,26278,62717
2013,13,Bélgica,13673,36382,8282,557,50495,15396,58342
2013,13,Alemania,38432,92643,50142,6912,159637,57939,194201
2013,13,Francia,5579,22600,6763,1102,31451,19932,48950
2013,13,Gran Bretaña,73201,232543,68026,12075,326346,240480,541281
2013,13,Irlanda,2432,6535,2122,266,9488,9955,20349
2013,13,Italia,2231,19148,4272,562,23403,10998,32870
2013,13,Suecia,3660,34110,6238,683,43952,18945,62011
2013,13,Noruega,1927,14965,4910,1514,21737,15586,36220
2013,13,Dinamarca,795,13252,4676,3560,21237,12243,31603
2013,13,Finlandia,2925,14085,3814,58,20765,9795,30575
2013,13,Suiza,6000,10077,3479,509,16607,7582,21562
2013,13,Austria,3046,7224,2126,194,10522,4624,13425
2013,13,Rusia,11825,33723,15190,3513,50527,47382,90389
2013,13,Países del Este,4434,25797,9546,984,32733,23891,52146
2013,13,Resto de Europa,3463,18627,9900,973,25916,14780,34930
2013,13,Estados Unidos,1050,1094,218,90,2068,1113,2892
2013,13,Resto de América,476,884,420,129,1562,1226,2537
2013,13,Resto del Mundo,1274,2875,607,164,4165,1708,5226
2013,13,TOTAL,204701,695429,280347,44970,1033326,638720,1556849
2014,1,España,1137,2584,4341,46,8108,2717,10825
2014,1,Holanda,657,2536,739,25,3957,1207,5164
2014,1,Bélgica,1509,3650,444,23,5626,1096,6722
2014,1,Alemania,3463,9145,4204,54,16866,3176,20042
2014,1,Francia,561,2204,232,51,3048,1404,4452
2014,1,Gran Bretaña,6422,20507,2226,691,29846,15373,45219
2014,1,Irlanda,436,679,89,13,1217,935,2152
2014,1,Italia,403,1834,343,24,2604,1129,3733
2014,1,Suecia,372,5391,818,71,6652,2788,9440
2014,1,Noruega,204,2224,471,176,3075,2157,5232
2014,1,Dinamarca,81,1825,661,306,2873,2193,5066
2014,1,Finlandia,337,1713,471,2,2523,1961,4484
2014,1,Suiza,551,712,93,6,1362,287,1649
2014,1,Austria,297,806,124,0,1227,383,1610
2014,1,Rusia,1517,2416,652,196,4781,3511,8292
2014,1,Países del Este,561,1923,321,16,2821,1102,3923
2014,1,Resto de Europa,407,1210,467,2,2086,882,2968
2014,1,Estados Unidos,93,44,49,2,188,63,251
2014,1,Resto de América,39,39,23,0,101,30,131
2014,1,Resto del Mundo,142,166,10,5,323,40,363
2014,1,TOTAL,19189,61608,16778,1709,99284,42434,141718
2014,2,España,1004,2471,3886,69,7430,1969,9399
2014,2,Holanda,689,2874,683,38,4284,2022,6306
2014,2,Bélgica,1520,3385,393,13,5311,550,5861
2014,2,Alemania,3887,8331,3526,25,15769,2477,18246
2014,2,Francia,699,2496,216,45,3456,1450,4906
2014,2,Gran Bretaña,8082,21292,3817,604,33795,12529,46324
2014,2,Irlanda,373,704,94,2,1173,693,1866
2014,2,Italia,191,1566,247,32,2036,661,2697
2014,2,Suecia,285,5099,601,50,6035,2582,8617
2014,2,Noruega,291,2546,771,161,3769,2224,5993
2014,2,Dinamarca,162,2274,635,335,3406,1972,5378
2014,2,Finlandia,466,2301,479,19,3265,1685,4950
2014,2,Suiza,653,784,311,8,1756,250,2006
2014,2,Austria,483,899,103,1,1486,284,1770
2014,2,Rusia,438,1272,307,99,2116,1994,4110
2014,2,Países del Este,282,1860,243,12,2397,764,3161
2014,2,Resto de Europa,270,1399,496,8,2173,860,3033
2014,2,Estados Unidos,121,99,3,13,236,31,267
2014,2,Resto de América,40,54,13,0,107,44,151
2014,2,Resto del Mundo,121,138,21,4,284,59,343
2014,2,TOTAL,20057,61844,16845,1538,100284,35100,135384
2014,3,España,957,3309,3648,79,7993,3292,11285
2014,3,Holanda,664,3215,880,41,4800,1956,6756
2014,3,Bélgica,2076,4464,386,24,6950,704,7654
2014,3,Alemania,4047,9415,4246,65,17773,2997,20770
2014,3,Francia,623,3049,317,50,4039,1782,5821
2014,3,Gran Bretaña,8915,22128,4762,586,36391,15024,51415
2014,3,Irlanda,307,633,95,11,1046,946,1992
2014,3,Italia,86,2681,289,21,3077,764,3841
2014,3,Suecia,477,5514,872,100,6963,3437,10400
2014,3,Noruega,227,2801,820,267,4115,2403,6518
2014,3,Dinamarca,150,2254,972,283,3659,2183,5842
2014,3,Finlandia,469,2346,809,10,3634,1629,5263
2014,3,Suiza,538,926,250,3,1717,329,2046
2014,3,Austria,318,627,76,4,1025,244,1269
2014,3,Rusia,486,2017,516,141,3160,2237,5397
2014,3,Países del Este,231,2058,245,28,2562,1064,3626
2014,3,Resto de Europa,330,1700,630,4,2664,860,3524
2014,3,Estados Unidos,63,58,8,15,144,41,185
2014,3,Resto de América,31,54,37,3,125,55,180
2014,3,Resto del Mundo,76,199,28,17,320,204,524
2014,3,TOTAL,21071,69448,19886,1752,112157,42151,154308
2014,4,España,2202,9028,4863,232,16325,7067,23392
2014,4,Holanda,736,2897,649,30,4312,1543,5855
2014,4,Bélgica,1857,4285,302,7,6451,708,7159
2014,4,Alemania,3378,8327,3922,80,15707,2910,18617
2014,4,Francia,711,3174,415,70,4370,1336,5706
2014,4,Gran Bretaña,9632,24248,4058,767,38705,16324,55029
2014,4,Irlanda,300,850,128,6,1284,799,2083
2014,4,Italia,245,1693,265,29,2232,705,2937
2014,4,Suecia,248,2784,370,60,3462,1659,5121
2014,4,Noruega,160,1676,242,163,2241,949,3190
2014,4,Dinamarca,118,1667,439,141,2365,1017,3382
2014,4,Finlandia,159,1098,235,4,1496,460,1956
2014,4,Suiza,662,1076,288,6,2032,376,2408
2014,4,Austria,292,512,82,8,894,212,1106
2014,4,Rusia,963,1969,960,193,4085,2439,6524
2014,4,Países del Este,217,2172,280,42,2711,853,3564
2014,4,Resto de Europa,377,1920,665,32,2994,649,3643
2014,4,Estados Unidos,102,111,11,16,240,61,301
2014,4,Resto de América,35,141,33,3,212,66,278
2014,4,Resto del Mundo,140,157,12,14,323,549,872
2014,4,TOTAL,22534,69785,18219,1903,112441,40682,153123
2014,5,España,3188,11074,7884,249,22395,7267,29662
2014,5,Holanda,546,2165,366,15,3092,1162,4254
2014,5,Bélgica,1153,2459,109,16,3737,380,4117
2014,5,Alemania,3266,7700,3577,44,14587,2408,16995
2014,5,Francia,674,2538,284,55,3551,774,4325
2014,5,Gran Bretaña,8845,24944,4501,736,39026,18945,57971
2014,5,Irlanda,268,721,117,5,1111,1190,2301
2014,5,Italia,205,1780,277,47,2309,863,3172
2014,5,Suecia,18,112,9,17,156,320,476
2014,5,Noruega,25,34,4,8,71,168,239
2014,5,Dinamarca,14,478,10,246,748,192,940
2014,5,Finlandia,7,313,0,3,323,168,491
2014,5,Suiza,636,722,139,6,1503,187,1690
2014,5,Austria,204,494,27,2,727,105,832
2014,5,Rusia,1124,4005,1358,284,6771,2997,9768
2014,5,Países del Este,401,2462,202,79,3144,1275,4419
2014,5,Resto de Europa,204,2096,513,23,2836,677,3513
2014,5,Estados Unidos,60,87,6,8,161,66,227
2014,5,Resto de América,22,118,81,17,238,133,371
2014,5,Resto del Mundo,197,219,42,18,476,590,1066
2014,5,TOTAL,21057,64521,19506,1878,106962,39867,146829
2014,6,España,3.372,13.352,6.024,282,23.030,8.494,31.524
2014,6,Holanda,0,1.640,395,10,2.358,648,3.006
2014,6,Bélgica,918,2.709,219,13,3.859,343,4.202
2014,6,Alemania,2.891,8.349,3.833,40,15.113,3.025,18.138
2014,6,Francia,330,1.532,337,58,2.257,845,3.102
2014,6,Gran Bretaña,6.889,22.867,4.458,551,34.765,16.431,51.196
2014,6,Irlanda,255,861,215,4,1.335,1.314,2.649
2014,6,Italia,148,1.692,529,20,2.389,677,3.066
2014,6,Suecia,25,402,9,3,439,368,807
2014,6,Noruega,29,316,11,7,363,131,494
2014,6,Dinamarca,25,494,32,275,826,234,1.060
2014,6,Finlandia,25,5,0,3,33,105,138
2014,6,Suiza,483,656,167,20,1.326,160,1.486
2014,6,Austria,189,501,81,0,771,65,836
2014,6,Rusia,1.222,4.887,1.777,251,8.137,3.293,11.430
2014,6,Países del Este,341,2.532,243,59,3.175,1.188,4.363
2014,6,Resto de Europa,403,2.719,666,20,3.808,787,4.595
2014,6,Estados Unidos,105,71,7,2,185,60,245
2014,6,Resto de América,45,110,106,13,274,135,409
2014,6,Resto del Mundo,133,162,60,7,362,85,447
2014,6,TOTAL,17828,65857,19169,1638,104805,38.388,143193
2014,7,España,3.624,14.751,4.645,421,23.441,9.021,32.462
2014,7,Holanda,406,2.123,1.014,22,3.565,1.876,5.441
2014,7,Bélgica,1.371,3.036,190,24,4.621,616,5.237
2014,7,Alemania,2.232,7.969,3.475,18,13.694,3.589,17.283
2014,7,Francia,553,1.804,292,72,2.721,1.520,4.241
2014,7,Gran Bretaña,8.142,24.781,5.530,526,38.979,17.381,56.360
2014,7,Irlanda,157,694,202,1,1.054,974,2.028
2014,7,Italia,146,937,911,34,2.028,1.149,3.177
2014,7,Suecia,16,553,29,9,607,293,900
2014,7,Noruega,50,884,12,19,965,218,1.183
2014,7,Dinamarca,38,803,43,369,1.253,398,1.651
2014,7,Finlandia,3,2,0,0,5,100,105
2014,7,Suiza,569,1.276,382,10,2.237,314,2.551
2014,7,Austria,254,805,65,2,1.126,158,1.284
2014,7,Rusia,1.361,4.519,1.605,219,7.704,3.222,10.926
2014,7,Países del Este,502,3.297,380,50,4.229,1.197,5.426
2014,7,Resto de Europa,577,3.161,509,23,4.270,577,4.847
2014,7,Estados Unidos,88,115,2,5,210,70,280
2014,7,Resto de América,58,107,64,12,241,86,327
2014,7,Resto del Mundo,231,280,38,23,572,107,679
2014,7,TOTAL,20378,71897,19388,1859,113522,42.866,156388
2014,8,España,4.723,15.114,6.424,562,26.823,10.203,37.026
2014,8,Holanda,330,2.713,1.022,22,4.087,1.569,5.656
2014,8,Bélgica,957,2.925,238,28,4.148,565,4.713
2014,8,Alemania,2.650,10.032,5.147,64,17.893,5.478,23.371
2014,8,Francia,710,2.916,449,135,4.210,1.931,6.141
2014,8,Gran Bretaña,8.156,25.890,5.496,766,40.308,20.489,60.797
2014,8,Irlanda,94,601,182,8,885,1.262,2.147
2014,8,Italia,243,2.397,930,80,3.650,1.788,5.438
2014,8,Suecia,12,458,9,6,485,325,810
2014,8,Noruega,17,298,5,6,326,115,441
2014,8,Dinamarca,7,540,18,263,828,182,1.010
2014,8,Finlandia,7,0,0,0,7,128,135
2014,8,Suiza,332,788,282,8,1.410,89,1.499
2014,8,Austria,202,825,85,8,1.120,158,1.278
2014,8,Rusia,1.411,3.993,1.744,217,7.365,3.258,10.623
2014,8,Países del Este,502,2.507,384,77,3.470,1.125,4.595
2014,8,Resto de Europa,536,3.022,542,18,4.118,759,4.877
2014,8,Estados Unidos,100,53,12,13,178,46,224
2014,8,Resto de América,39,102,47,14,202,86,288
2014,8,Resto del Mundo,161,245,53,9,468,106,574
2014,8,TOTAL,21189,75419,23069,2304,121981,49.662,171643
2014,9,España,3.564,8.734,3.482,267,16.047,7.734,23.781
2014,9,Holanda,356,2.145,720,8,3.229,1.203,4.432
2014,9,Bélgica,1.154,3.735,250,15,5.154,407,5.561
2014,9,Alemania,3.218,8.192,3.870,70,15.350,3.432,18.782
2014,9,Francia,417,1.588,256,63,2.324,1.083,3.407
2014,9,Gran Bretaña,7.830,24.161,4.975,746,37.712,17.543,55.255
2014,9,Irlanda,151,722,118,7,998,952,1.950
2014,9,Italia,138,1.912,390,56,2.496,1.207,3.703
2014,9,Suecia,25,727,23,50,825,520,1.345
2014,9,Noruega,29,442,35,3,509,129,638
2014,9,Dinamarca,10,479,29,272,790,195,985
2014,9,Finlandia,12,194,5,2,213,125,338
2014,9,Suiza,807,1.063,194,17,2.081,363,2.444
2014,9,Austria,234,511,56,4,805,112,917
2014,9,Rusia,979,2.985,1.523,161,5.648,3.449,9.097
2014,9,Países del Este,260,2.468,345,38,3.111,1.472,4.583
2014,9,Resto de Europa,382,2.678,563,37,3.660,579,4.239
2014,9,Estados Unidos,84,62,6,8,160,22,182
2014,9,Resto de América,49,64,50,7,170,115,285
2014,9,Resto del Mundo,204,206,39,21,470,114,584
2014,9,TOTAL,19903,63068,16929,1852,101752,40.756,142508
2014,10,España,1.583,6.537,3.667,200,11.987,4.515,16.502
2014,10,Holanda,646,3.209,924,16,4.795,1.164,5.959
2014,10,Bélgica,1.404,4.347,307,22,6.080,493,6.573
2014,10,Alemania,4.010,10.552,4.338,71,18.971,4.236,23.207
2014,10,Francia,648,2.671,545,59,3.923,1.867,5.790
2014,10,Gran Bretaña,10.508,27.630,6.739,819,45.696,20.414,66.110
2014,10,Irlanda,191,677,181,3,1.052,802,1.854
2014,10,Italia,187,2.126,476,61,2.850,962,3.812
2014,10,Suecia,267,2.818,338,44,3.467,1.393,4.860
2014,10,Noruega,123,1.138,288,76,1.625,1.256,2.881
2014,10,Dinamarca,89,1.318,230,234,1.871,805,2.676
2014,10,Finlandia,162,1.791,264,17,2.234,1.012,3.246
2014,10,Suiza,1.229,1.859,239,11,3.338,530,3.868
2014,10,Austria,181,705,85,2,973,201,1.174
2014,10,Rusia,995,2.645,1.119,207,4.966,4.007,8.973
2014,10,Países del Este,245,2.862,411,41,3.559,1.262,4.821
2014,10,Resto de Europa,353,2.196,778,41,3.368,859,4.227
2014,10,Estados Unidos,202,96,4,9,311,64,375
2014,10,Resto de América,56,76,117,10,259,64,323
2014,10,Resto del Mundo,184,244,71,4,503,137,640
2014,10,TOTAL,23263,75497,21121,1947,121828,46.043,167871
2014,11,España,1.139,3.840,4.062,51,9.092,2.660,11.752
2014,11,Holanda,410,2.569,1.034,10,4.023,1.305,5.328
2014,11,Bélgica,1.555,4.014,518,15,6.102,611,6.713
2014,11,Alemania,4.369,11.443,4.108,20,19.940,3.374,23.314
2014,11,Francia,421,1.607,302,54,2.384,1.378,3.762
2014,11,Gran Bretaña,7.104,19.334,3.660,649,30.747,14.748,45.495
2014,11,Irlanda,198,435,92,5,730,507,1.237
2014,11,Italia,236,2.159,390,33,2.818,1.216,4.034
2014,11,Suecia,685,5.072,765,196,6.718,2.583,9.301
2014,11,Noruega,455,1.943,588,143,3.129,1.756,4.885
2014,11,Dinamarca,316,1.894,314,331,2.855,1.360,4.215
2014,11,Finlandia,309,1.976,568,12,2.865,1.224,4.089
2014,11,Suiza,819,1.365,227,6,2.417,452,2.869
2014,11,Austria,327,1.038,134,4,1.503,383,1.886
2014,11,Rusia,600,1.297,617,67,2.581,2.095,4.676
2014,11,Países del Este,187,2.696,374,8,3.265,1.072,4.337
2014,11,Resto de Europa,327,1.467,709,15,2.518,760,3.278
2014,11,Estados Unidos,104,72,0,3,179,31,210
2014,11,Resto de América,16,56,117,3,192,45,237
2014,11,Resto del Mundo,175,130,35,11,351,78,429
2014,11,TOTAL,19752,64407,18614,1636,104409,37.638,142047
2014,12,España,1.923,5.009,4.279,73,11.284,3.427,14.711
2014,12,Holanda,554,2.398,901,7,3.860,1.710,5.570
2014,12,Bélgica,1.512,4.294,346,9,6.161,856,7.017
2014,12,Alemania,2.910,9.436,3.489,87,15.922,2.834,18.756
2014,12,Francia,601,1.972,457,30,3.060,1.547,4.607
2014,12,Gran Bretaña,7.726,20.032,4.189,679,32.626,13.923,46.549
2014,12,Irlanda,250,416,102,9,777,689,1.466
2014,12,Italia,341,2.454,468,36,3.299,1.193,4.492
2014,12,Suecia,523,4.670,756,138,6.087,2.390,8.477
2014,12,Noruega,177,1.668,331,147,2.323,1.287,3.610
2014,12,Dinamarca,149,1.591,560,268,2.568,1.250,3.818
2014,12,Finlandia,256,1.711,437,15,2.419,1.673,4.092
2014,12,Suiza,467,812,183,19,1.481,324,1.805
2014,12,Austria,238,846,89,0,1.173,554,1.727
2014,12,Rusia,627,1.013,443,74,2.157,1.475,3.632
2014,12,Países del Este,249,2.547,271,12,3.079,952,4.031
2014,12,Resto de Europa,316,1.847,594,26,2.783,871,3.654
2014,12,Estados Unidos,122,66,11,1,200,79,279
2014,12,Resto de América,23,67,65,6,161,57,218
2014,12,Resto del Mundo,145,277,39,21,482,159,641
2014,12,TOTAL,19109,63126,18010,1657,101902,37.250,139152
2014,13,España,28.416,95.803,57.205,2.531,183.955,68.366,252.321
2014,13,Holanda,5.994,30.484,9.327,244,46.362,17.365,63.727
2014,13,Bélgica,16.986,43.303,3.702,209,64.200,7.329,71.529
2014,13,Alemania,40.321,108.891,47.735,638,197.585,39.936,237.521
2014,13,Francia,6.948,27.551,4.102,742,39.343,16.917,56.260
2014,13,Gran Bretaña,98.251,277.814,54.411,8.120,438.596,199.124,637.720
2014,13,Irlanda,2.980,7.993,1.615,74,12.662,11.063,23.725
2014,13,Italia,2.569,23.231,5.515,473,31.788,12.314,44.102
2014,13,Suecia,2.953,33.600,4.599,744,41.896,18.658,60.554
2014,13,Noruega,1.787,15.970,3.578,1.176,22.511,12.793,35.304
2014,13,Dinamarca,1.159,15.617,3.943,3.323,24.042,11.981,36.023
2014,13,Finlandia,2.212,13.450,3.268,87,19.017,10.270,29.287
2014,13,Suiza,7.746,12.039,2.755,120,22.660,3.661,26.321
2014,13,Austria,3.219,8.569,1.007,35,12.830,2.859,15.689
2014,13,Rusia,11.723,33.018,12.621,2.109,59.471,33.977,93.448
2014,13,Países del Este,3.978,29.384,3.699,462,37.523,13.326,50.849
2014,13,Resto de Europa,4.482,25.415,7.132,249,37.278,9.120,46.398
2014,13,Estados Unidos,1.244,934,119,95,2.392,634,3.026
2014,13,Resto de América,453,988,753,88,2.282,916,3.198
2014,13,Resto del Mundo,1.909,2.423,448,154,4.934,2.228,7.162
2014,13,TOTAL,245.330,806.477,227.534,21.673,1.301.327,492.837,1.794.164
2015,1,España,1337,3.018,3419,96,7.870,2.204,10.074
2015,1,Holanda,527,2.583,742,18,3.870,1650,5.520
2015,1,Bélgica,1.388,4.121,429,47,5.985,887,6.872
2015,1,Alemania,3456,9.501,3734,65,16.756,2.728,19.484
